dates,"('homeland', 'secur', 'secretari')","('osama', 'bin', 'laden')","('us', 'offici', 'say')","('unit', 'state', 'go')","('happi', 'new', 'year')","('homeland', 'secur', 'correspond')","('secur', 'correspond', 'jeann')","('correspond', 'jeann', 'meserv')","('senior', 'polit', 'correspond')","('polit', 'correspond', 'candi')","('correspond', 'candi', 'crowley')","('depart', 'homeland', 'secur')","('behind', 'close', 'door')","('world', 'trade', 'center')","('get', 'littl', 'bit')","('vice', 'presid', 'dick')","('presid', 'dick', 'cheney')","('presid', 'georg', 'bush')","('well', 'dont', 'think')","('go', 'go', 'back')","('go', 'take', 'quick')","('take', 'quick', 'break')","('former', 'vice', 'presid')","('vice', 'presid', 'cheney')","('say', 'presid', 'obama')","('want', 'make', 'sure')","('join', 'us', 'tonight')","('offici', 'tell', 'cnn')","('join', 'us', 'cnn')","('right', 'unit', 'state')","('say', 'theyr', 'go')","('theyr', 'go', 'go')","('larri', 'king', 'live')","('senior', 'intern', 'correspond')","('intern', 'correspond', 'nic')","('correspond', 'nic', 'robertson')","('said', 'im', 'go')","('im', 'go', 'get')","('jeann', 'moo', 'cnn')","('moo', 'cnn', 'new')","('cnn', 'new', 'york')","('im', 'rick', 'sanchez')","('let', 'take', 'listen')","('everi', 'singl', 'day')","('new', 'year', 'eve')","('let', 'get', 'back')","('that', 'exact', 'right')","('know', 'dont', 'think')","('pentagon', 'correspond', 'barbara')","('correspond', 'barbara', 'starr')","('ive', 'got', 'tell')","('world', 'war', 'ii')","('cnns', 'brian', 'todd')","('next', 'hour', 'cnn')","('pm', 'eastern', 'cnn')","('well', 'stay', 'top')","('think', 'american', 'peopl')","('senat', 'major', 'leader')","('major', 'leader', 'harri')","('leader', 'harri', 'reid')","('im', 'kyra', 'phillip')","('work', 'stori', 'us')","('right', 'im', 'go')","('im', 'go', 'go')","('new', 'york', 'citi')","('well', 'let', 'talk')","('doesnt', 'make', 'sens')","('know', 'youv', 'got')","('your', 'go', 'get')","('alison', 'kosik', 'new')","('kosik', 'new', 'york')","('last', 'coupl', 'week')","('wall', 'street', 'journal')","('presid', 'obama', 'say')","('yes', 'that', 'right')","('chief', 'medic', 'correspond')","('medic', 'correspond', 'dr')","('correspond', 'dr', 'sanjay')","('dr', 'sanjay', 'gupta')","('health', 'human', 'servic')","('health', 'care', 'reform')","('let', 'us', 'know')","('join', 'us', 'live')","('well', 'right', 'back')","('former', 'presid', 'bill')","('presid', 'bill', 'clinton')","('im', 'toni', 'harri')","('senior', 'administr', 'offici')","('begin', 'video', 'clip')","('check', 'top', 'stori')","('im', 'look', 'forward')","('good', 'see', 'thank')","('coupl', 'week', 'ago')","('go', 'go', 'go')","('go', 'take', 'look')","('right', 'cnn', 'newsroom')","('new', 'york', 'stock')","('york', 'stock', 'exchang')","('what', 'go', 'happen')","('think', 'your', 'go')","('let', 'take', 'look')","('lot', 'peopl', 'say')","('sever', 'weather', 'center')","('top', 'stori', 'right')","('least', 'peopl', 'dead')","('weve', 'got', 'get')","('littl', 'bit', 'better')","('dont', 'know', 'that')","('your', 'cnn', 'newsroom')","('new', 'york', 'time')","('weve', 'got', 'lot')","('right', 'dont', 'know')","('doesnt', 'look', 'like')","('live', 'new', 'york')","('good', 'morn', 'everyon')","('barbara', 'starr', 'pentagon')","('know', 'dont', 'want')","('dont', 'know', 'what')","('person', 'financ', 'editor')","('financ', 'editor', 'gerri')","('editor', 'gerri', 'willi')","('let', 'go', 'straight')","('join', 'us', 'new')","('us', 'new', 'york')","('lot', 'peopl', 'talk')","('ten', 'thousand', 'peopl')","('im', 'go', 'give')","('hour', 'cnn', 'newsroom')","('know', 'what', 'go')","('well', 'continu', 'follow')","('good', 'morn', 'good')","('morn', 'good', 'morn')","('shes', 'join', 'us')","('littl', 'bit', 'later')","('nation', 'polit', 'correspond')","('correspond', 'jessica', 'yellin')","('look', 'top', 'stori')","('come', 'cnn', 'newsroom')","('mile', 'per', 'hour')","('peopl', 'around', 'world')","('your', 'go', 'see')","('mayor', 'michael', 'bloomberg')","('im', 'go', 'talk')","('im', 'go', 'tell')","('im', 'go', 'show')","('lot', 'peopl', 'dont')","('back', 'littl', 'bit')","('im', 'heidi', 'collin')","('cnn', 'newsroom', 'continu')","('good', 'morn', 'everybodi')","('look', 'what', 'happen')","('everybodi', 'im', 'heidi')","('join', 'us', 'washington')","('dont', 'know', 'whether')","('need', 'make', 'sure')","('cnn', 'trust', 'name')","('trust', 'name', 'news')","('come', 'next', 'hour')","('let', 'go', 'ahead')","('well', 'keep', 'eye')","('littl', 'bit', 'earlier')","('sourc', 'tell', 'cnn')","('want', 'let', 'know')","('hes', 'join', 'us')","('unit', 'arab', 'emir')","('join', 'us', 'talk')","('peopl', 'dont', 'know')","('dont', 'know', 'mean')","('know', 'dont', 'know')","('join', 'us', 'today')","('tell', 'us', 'littl')","('us', 'littl', 'bit')","('salt', 'lake', 'citi')","('come', 'top', 'hour')","('that', 'come', 'next')","('guy', 'thank', 'much')","('thank', 'much', 'time')","('thank', 'much', 'us')","('thank', 'much', 'come')","('lot', 'peopl', 'go')","('weapon', 'mass', 'destruct')","('white', 'hous', 'offici')","('thank', 'much', 'join')","('want', 'go', 'back')","('thank', 'us', 'tonight')","('pleas', 'join', 'us')","('join', 'us', 'tomorrow')","('next', 'larri', 'king')","('unit', 'state', 'govern')","('well', 'dont', 'know')","('dont', 'even', 'know')","('us', 'state', 'depart')","('know', 'im', 'go')","('long', 'way', 'go')","('think', 'dont', 'think')","('get', 'job', 'done')","('dont', 'go', 'away')","('ive', 'never', 'seen')","('alway', 'good', 'see')","('welcom', 'viewer', 'unit')","('viewer', 'unit', 'state')","('unit', 'state', 'around')","('state', 'around', 'world')","('im', 'suzann', 'malveaux')","('well', 'im', 'go')","('im', 'go', 'ask')","('senior', 'white', 'hous')","('white', 'hous', 'correspond')","('hous', 'correspond', 'ed')","('correspond', 'ed', 'henri')","('much', 'join', 'us')","('us', 'situat', 'room')","('white', 'hous', 'well')","('join', 'us', 'thank')","('monitor', 'top', 'stori')","('come', 'situat', 'room')","('situat', 'room', 'right')","('thank', 'much', 'want')","('come', 'unit', 'state')","('best', 'polit', 'team')","('polit', 'team', 'televis')","('thank', 'join', 'us')","('think', 'presid', 'obama')","('american', 'peopl', 'want')","('attack', 'unit', 'state')","('presid', 'vice', 'presid')","('presid', 'unit', 'state')","('unit', 'state', 'america')","('first', 'ladi', 'michell')","('ladi', 'michell', 'obama')","('secretari', 'state', 'hillari')","('state', 'hillari', 'clinton')","('research', 'corpor', 'poll')","('latest', 'polit', 'news')","('obama', 'white', 'hous')","('your', 'situat', 'room')","('situat', 'room', 'happen')","('kill', 'least', 'peopl')","('high', 'school', 'student')","('take', 'closer', 'look')","('dont', 'know', 'theyr')","('cnns', 'mari', 'snow')","('didnt', 'even', 'know')","('thank', 'much', 'well')","('coupl', 'day', 'ago')","('thank', 'much', 'appreci')","('hes', 'go', 'get')","('thank', 'much', 'thank')","('cnn', 'polit', 'contributor')","('go', 'get', 'back')","('dont', 'know', 'go')","('presid', 'obama', 'said')","('dont', 'know', 'mani')","('dont', 'know', 'exact')","('dont', 'realli', 'know')","('thank', 'much', 'go')","('your', 'absolut', 'right')","('last', 'coupl', 'day')","('go', 'come', 'back')","('good', 'see', 'good')","('white', 'hous', 'presid')","('presid', 'barack', 'obama')","('join', 'us', 'right')","('well', 'that', 'right')","('go', 'join', 'us')","('welcom', 'back', 'im')","('let', 'go', 'back')","('give', 'us', 'sens')","('let', 'ask', 'question')","('think', 'hes', 'go')","('say', 'dont', 'know')","('realli', 'dont', 'know')","('dont', 'know', 'much')","('think', 'lot', 'peopl')","('right', 'top', 'hour')","('well', 'thank', 'much')","('credit', 'card', 'compani')","('white', 'hous', 'aid')","('least', 'peopl', 'kill')","('that', 'right', 'that')","('right', 'that', 'right')","('border', 'patrol', 'agent')","('make', 'sure', 'get')","('know', 'your', 'go')","('small', 'busi', 'owner')","('dont', 'think', 'there')","('wolf', 'blitzer', 'situat')","('blitzer', 'situat', 'room')","('nobel', 'peac', 'prize')","('someth', 'like', 'happen')","('yes', 'yes', 'yes')","('know', 'lot', 'peopl')","('dont', 'want', 'go')","('white', 'hous', 'say')","('health', 'care', 'bill')","('general', 'david', 'petraeus')","('dont', 'want', 'get')","('york', 'time', 'report')","('that', 'good', 'thing')","('talk', 'littl', 'bit')","('dont', 'know', 'dont')","('well', 'come', 'back')","('live', 'cnn', 'newsroom')","('end', 'video', 'clip')","('past', 'coupl', 'day')","('white', 'hous', 'chief')","('hous', 'chief', 'staff')","('straight', 'ahead', 'newsroom')","('that', 'good', 'news')","('offici', 'tell', 'us')","('democrat', 'nation', 'committe')","('well', 'take', 'look')","('former', 'white', 'hous')","('well', 'special', 'report')","('law', 'enforc', 'offic')","('dont', 'know', 'im')","('vice', 'presidenti', 'candid')","('well', 'go', 'live')","('let', 'get', 'right')","('short', 'time', 'ago')","('nation', 'secur', 'advis')","('hundr', 'thousand', 'peopl')","('want', 'get', 'back')","('dont', 'think', 'think')","('dont', 'think', 'that')","('long', 'time', 'ago')","('presid', 'mahmoud', 'ahmadinejad')","('back', 'unit', 'state')","('follow', 'break', 'news')","('still', 'dont', 'know')","('im', 'go', 'say')","('center', 'diseas', 'control')","('cnns', 'arwa', 'damon')","('tri', 'make', 'sure')","('go', 'tri', 'get')","('next', 'coupl', 'day')","('go', 'back', 'forth')","('poll', 'show', 'percent')","('thank', 'much', 'good')","('want', 'take', 'look')","('say', 'dont', 'want')","('unit', 'state', 'well')","('im', 'go', 'take')","('law', 'enforc', 'offici')","('upstat', 'new', 'york')","('your', 'go', 'hear')","('cnns', 'jeann', 'moo')","('attorney', 'general', 'eric')","('general', 'eric', 'holder')","('unit', 'state', 'say')","('say', 'hes', 'go')","('that', 'good', 'question')","('senat', 'john', 'mccain')","('tell', 'us', 'what')","('al', 'qaeda', 'leader')","('spend', 'lot', 'time')","('mani', 'mani', 'year')","('right', 'let', 'go')","('first', 'time', 'sinc')","('lot', 'peopl', 'think')","('hes', 'go', 'go')","('right', 'let', 'get')","('think', 'that', 'go')","('know', 'there', 'lot')","('dont', 'think', 'go')","('live', 'right', 'cnn')","('keep', 'close', 'eye')","('first', 'time', 'ever')","('spent', 'lot', 'time')","('well', 'check', 'back')","('see', 'littl', 'bit')","('well', 'know', 'think')","('theyr', 'go', 'get')","('thank', 'much', 'report')","('us', 'thank', 'much')","('go', 'make', 'sure')","('air', 'forc', 'base')","('know', 'theyr', 'go')","('cnn', 'center', 'atlanta')","('let', 'bring', 'senior')","('pm', 'eastern', 'right')","('eastern', 'right', 'cnn')","('white', 'hous', 'spokesman')","('capitol', 'hill', 'today')","('senior', 'legal', 'analyst')","('get', 'health', 'care')","('war', 'iraq', 'afghanistan')","('right', 'let', 'talk')","('first', 'time', 'year')","('air', 'traffic', 'control')","('right', 'thank', 'much')","('come', 'right', 'back')","('speaker', 'nanci', 'pelosi')","('that', 'go', 'happen')","('senior', 'polit', 'analyst')","('polit', 'analyst', 'gloria')","('analyst', 'gloria', 'borger')","('suprem', 'court', 'rule')","('come', 'back', 'well')","('susan', 'lisovicz', 'new')","('lisovicz', 'new', 'york')","('let', 'go', 'cnns')","('health', 'care', 'plan')","('go', 'take', 'time')","('well', 'see', 'happen')","('new', 'york', 'new')","('pm', 'eastern', 'time')","('im', 'fredricka', 'whitfield')","('health', 'care', 'system')","('join', 'us', 'phone')","('what', 'go', 'well')","('senat', 'john', 'kerri')","('health', 'care', 'cost')","('health', 'care', 'debat')","('go', 'new', 'york')","('dont', 'know', 'know')","('your', 'look', 'live')","('look', 'live', 'pictur')","('iran', 'nuclear', 'program')","('cnn', 'white', 'hous')","('your', 'watch', 'cnn')","('live', 'white', 'hous')","('thank', 'much', 'right')","('state', 'union', 'address')","('governor', 'arnold', 'schwarzenegg')","('social', 'secur', 'number')","('senat', 'ted', 'kennedi')","('stay', 'us', 'your')","('us', 'your', 'situat')","('presid', 'hamid', 'karzai')","('hold', 'news', 'confer')","('congression', 'budget', 'offic')","('get', 'thing', 'done')","('make', 'sure', 'peopl')","('peopl', 'unit', 'state')","('look', 'like', 'go')","('us', 'suprem', 'court')","('unit', 'state', 'senat')","('new', 'york', 'mayor')","('intern', 'space', 'station')","('former', 'new', 'york')","('dont', 'want', 'miss')","('saturday', 'night', 'live')","('bush', 'white', 'hous')","('right', 'weve', 'got')","('new', 'york', 'state')","('year', 'ago', 'today')","('senior', 'congression', 'correspond')","('congression', 'correspond', 'dana')","('correspond', 'dana', 'bash')","('governor', 'rod', 'blagojevich')","('thank', 'thank', 'much')","('suprem', 'court', 'justic')","('white', 'hous', 'press')","('stay', 'top', 'stori')","('good', 'even', 'everyon')","('casey', 'wian', 'report')","('dow', 'jone', 'industri')","('think', 'theyr', 'go')","('white', 'hous', 'today')","('legal', 'analyst', 'jeffrey')","('analyst', 'jeffrey', 'toobin')","('dont', 'think', 'anybodi')","('run', 'white', 'hous')","('peopl', 'dont', 'want')","('radio', 'talk', 'show')","('dont', 'want', 'see')","('take', 'look', 'pictur')","('say', 'im', 'go')","('coupl', 'year', 'ago')","('break', 'come', 'back')","('your', 'go', 'find')","('correspond', 'brianna', 'keilar')","('take', 'long', 'time')","('see', 'what', 'go')","('hous', 'speaker', 'nanci')","('republican', 'presidenti', 'candid')","('thank', 'your', 'welcom')","('let', 'get', 'straight')","('know', 'mani', 'peopl')","('dont', 'know', 'think')","('theyr', 'tri', 'get')","('british', 'prime', 'minist')","('littl', 'bit', 'differ')","('come', 'right', 'situat')","('right', 'situat', 'room')","('top', 'stori', 'situat')","('stori', 'situat', 'room')","('what', 'go', 'right')","('stick', 'around', 'your')","('stay', 'us', 'well')","('there', 'lot', 'peopl')","('your', 'go', 'want')","('seen', 'anyth', 'like')","('hous', 'press', 'secretari')","('situat', 'room', 'wolf')","('room', 'wolf', 'blitzer')","('go', 'web', 'site')","('thank', 'much', 'let')","('iraqi', 'prime', 'minist')","('iraqi', 'secur', 'forc')","('theyr', 'go', 'tri')","('senior', 'medic', 'correspond')","('medic', 'correspond', 'elizabeth')","('correspond', 'elizabeth', 'cohen')","('iowa', 'new', 'hampshir')","('want', 'welcom', 'viewer')","('im', 'wolf', 'blitzer')","('that', 'right', 'wolf')","('let', 'talk', 'littl')","('jack', 'cafferti', 'cafferti')","('cafferti', 'cafferti', 'file')","('cafferti', 'file', 'jack')","('go', 'cnncomcaffertyfil', 'post')","('cnncomcaffertyfil', 'post', 'comment')","('post', 'comment', 'blog')","('jack', 'thank', 'much')","('part', 'best', 'polit')","('situat', 'room', 'let')","('file', 'jack', 'question')","('jack', 'question', 'hour')","('go', 'blog', 'cnncomcaffertyfil')","('nation', 'secur', 'council')","('viewer', 'your', 'situat')","('wolf', 'blitzer', 'your')","('blitzer', 'your', 'situat')","('wolf', 'thank', 'much')","('let', 'go', 'jack')","('jack', 'cafferti', 'hes')","('hes', 'got', 'cafferti')","('got', 'cafferti', 'file')","('comprehens', 'immigr', 'reform')","('new', 'york', 'polic')","('vice', 'presid', 'joe')","('presid', 'joe', 'biden')","('special', 'investig', 'unit')","('bring', 'troop', 'home')","('hous', 'correspond', 'suzann')","('correspond', 'suzann', 'malveaux')","('tonight', 'pm', 'eastern')","('un', 'secur', 'council')","('senat', 'hillari', 'clinton')","('martin', 'luther', 'king')","('former', 'prime', 'minist')","('internet', 'report', 'abbi')","('report', 'abbi', 'tatton')","('watch', 'stori', 'us')","('governor', 'rick', 'perri')","('bush', 'tax', 'cut')","('back', 'jack', 'cafferti')","('say', 'unit', 'state')","('defens', 'secretari', 'robert')","('secretari', 'robert', 'gate')","('rais', 'debt', 'ceil')","('governor', 'sarah', 'palin')","('fanni', 'mae', 'freddi')","('mae', 'freddi', 'mac')","('well', 'get', 'back')","('go', 'white', 'hous')","('arm', 'servic', 'committe')","('pm', 'eastern', 'hour')","('town', 'hall', 'meet')","('senat', 'judiciari', 'committe')","('go', 'littl', 'bit')","('vice', 'presid', 'biden')","('senat', 'barack', 'obama')","('prime', 'minist', 'benjamin')","('minist', 'benjamin', 'netanyahu')","('dont', 'think', 'hes')","('democrat', 'presidenti', 'candid')","('what', 'happen', 'right')","('joint', 'chief', 'staff')","('well', 'take', 'break')","('chairman', 'joint', 'chief')","('crimin', 'defens', 'attorney')","('cnn', 'newsroom', 'im')","('anna', 'nicol', 'smith')","('edit', 'larri', 'king')","('situat', 'room', 'new')","('republican', 'nation', 'committe')","('around', 'your', 'situat')","('talk', 'show', 'host')","('luther', 'king', 'jr')","('im', 'brook', 'baldwin')","('civil', 'right', 'movement')","('nuclear', 'power', 'plant')","('barack', 'obama', 'john')","('ahead', 'cnn', 'newsroom')","('nation', 'weather', 'servic')","('foreign', 'relat', 'committe')","('along', 'gulf', 'coast')","('didnt', 'see', 'email')","('econom', 'stimulus', 'packag')","('chief', 'nation', 'correspond')","('nation', 'correspond', 'john')","('correspond', 'john', 'king')","('nation', 'guard', 'troop')","('former', 'secretari', 'state')","('see', 'email', 'go')","('good', 'even', 'everybodi')","('hello', 'everyon', 'im')","('arlington', 'nation', 'cemeteri')","('white', 'hous', 'thank')","('armi', 'corp', 'engin')","('stem', 'cell', 'research')","('al', 'qaeda', 'iraq')","('defens', 'secretari', 'donald')","('secretari', 'donald', 'rumsfeld')","('hous', 'major', 'leader')","('us', 'troop', 'iraq')","('kennedi', 'space', 'center')","('night', 'new', 'york')","('isra', 'prime', 'minist')","('tea', 'parti', 'movement')","('race', 'white', 'hous')","('pope', 'john', 'paul')","('john', 'paul', 'ii')","('reverend', 'al', 'sharpton')","('barack', 'obama', 'hillari')","('obama', 'hillari', 'clinton')","('barack', 'obama', 'campaign')","('look', 'stori', 'make')","('health', 'care', 'law')","('barack', 'obama', 'say')","('everyon', 'im', 'lemon')","('cnn', 'world', 'headquart')","('world', 'headquart', 'atlanta')","('state', 'suprem', 'court')","('attorney', 'general', 'alberto')","('dont', 'ask', 'dont')","('ask', 'dont', 'tell')","('stori', 'make', 'news')","('lou', 'dobb', 'tonight')","('presid', 'bush', 'say')","('nation', 'hurrican', 'center')","('new', 'jersey', 'governor')","('live', 'cnn', 'world')","('obama', 'john', 'mccain')","('everyon', 'im', 'kyra')","('suprem', 'court', 'nomine')","('payrol', 'tax', 'cut')","('minut', 'past', 'hour')","('hillari', 'clinton', 'barack')","('clinton', 'barack', 'obama')","('guest', 'worker', 'program')","('secretari', 'state', 'condoleezza')","('state', 'condoleezza', 'rice')","('im', 'lemon', 'live')","('lemon', 'live', 'cnn')","('general', 'alberto', 'gonzal')","('headquart', 'atlanta', 'im')","('polit', 'analyst', 'bill')","('analyst', 'bill', 'schneider')","('new', 'pictur', 'inform')","('cast', 'vote', 'loudobbscom')","('vote', 'loudobbscom', 'well')","('hous', 'speaker', 'john')","('cnn', 'live', 'today')","('speaker', 'john', 'boehner')","('presid', 'bush', 'today')","('van', 'der', 'sloot')","('here', 'what', 'rundown')","('watch', 'cnn', 'trust')","('senior', 'pentagon', 'correspond')","('presidentelect', 'barack', 'obama')","('pentagon', 'correspond', 'jami')","('correspond', 'jami', 'mcintyr')","('iraq', 'studi', 'group')","('john', 'king', 'usa')","('onlin', 'order', 'form')","('order', 'form', 'locat')","('room', 'new', 'pictur')","('caffertyfilecnncom', 'go', 'cnncomcaffertyfil')","('talk', 'back', 'question')","('occupi', 'wall', 'street')"
01.01.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
02.01.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
03.01.05,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0
